45,8,3,0,0,0,6,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,111,216,86,0
9,51,0,0,0,6,15,3,3,0,6,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,114,270,125,0
0,0,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,32,37,15,0
0,0,13,9,0,0,0,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,119,46,0
0,0,0,0,44,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,53,112,38,0
0,0,8,0,6,72,5,0,3,0,3,0,0,0,3,0,0,0,3,3,0,0,3,0,0,0,0,0,0,145,247,260,0
0,0,0,0,0,3,54,0,0,0,13,0,0,0,4,3,0,0,0,1,0,0,3,0,0,0,3,3,0,125,299,154,0
0,1,0,0,0,3,40,36,15,0,14,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,109,267,114,0
0,0,0,0,0,6,13,3,17,0,3,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,26,45,15,0
0,0,0,0,0,0,29,0,0,82,13,0,3,0,0,0,0,0,3,1,0,0,6,0,3,7,0,3,0,147,295,181,0
5,3,0,0,0,0,22,0,4,3,48,6,0,0,0,1,0,0,0,3,0,0,0,0,0,8,0,0,0,94,248,102,0
0,3,0,0,0,0,13,0,5,0,3,42,3,0,0,3,0,3,0,0,5,3,0,0,0,5,0,3,0,41,145,54,0
0,3,0,0,0,0,8,0,3,0,0,0,56,0,0,10,0,0,3,3,0,0,0,0,3,0,0,3,0,95,305,95,0
0,0,0,0,0,0,8,0,3,0,3,0,0,13,5,0,0,3,0,0,0,0,3,0,0,0,0,0,0,43,75,40,0
3,0,3,3,0,0,6,0,3,0,9,0,0,5,16,0,7,0,8,3,0,0,0,0,0,5,0,0,0,76,146,113,0
3,0,0,0,0,0,9,0,7,3,3,6,6,0,0,56,3,0,0,4,0,0,0,0,0,0,0,8,0,100,278,119,0
0,0,6,0,0,0,11,0,0,6,8,3,0,0,0,6,50,0,0,3,0,0,0,0,4,0,0,6,0,74,0,237,49
3,3,0,0,0,0,10,5,3,3,3,0,0,0,0,0,0,25,3,11,0,0,0,0,3,3,0,0,0,42,0,111,37
0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,25,3,0,0,3,6,0,3,3,0,0,26,0,87,49
0,0,0,0,0,0,5,0,0,3,3,0,0,0,0,1,3,0,29,26,0,10,6,3,4,7,0,3,0,46,0,179,82
0,0,0,0,0,3,3,0,0,3,0,0,0,3,0,0,0,0,5,18,56,8,3,4,7,3,0,3,0,59,0,224,64
0,0,0,0,0,0,11,3,0,0,8,0,0,0,0,0,3,0,3,0,0,24,0,0,14,3,0,0,0,17,0,106,39
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,3,0,3,0,0,25,3,6,9,0,0,3,0,0,3,0,0,3,10,4,8,3,51,9,6,3,3,0,85,0,262,129
3,0,0,0,0,0,17,3,0,0,9,3,3,0,0,0,0,0,8,3,3,8,0,0,53,0,0,6,0,27,0,146,51
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,3,0,0,0,6,0,0,3,3,0,0,0,0,0,0,4,3,0,0,0,0,3,0,3,70,7,0,39,0,116,30
0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,3,0,0,3,12,0,26,0,47,18
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,20,11,0,3,30,103,0,24,25,23,0,19,0,0,22,22,6,38,21,10,15,15,12,39,10,9,125,0,0,0,0,0
39,27,21,3,4,7,144,6,18,18,39,3,6,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,24,3,0,6,15,119,3,10,26,37,6,3,7,0,9,9,4,96,16,25,0,93,21,35,77,1,172,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,33,154,64,19,40,181,12,80,213,41,150,0,0,0,0,0
